record,age,sex,weight,hungry,fast_food,fruit,vegetable,soft_drink,cigarette,alcohol
592,13,Male,Average weight,Never,7 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,6 to 9 days
593,13,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,4 or more times per day,0 days,All 30 days
594,16,Female,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,10 to 19 days
595,15,Female,NA,Rarely,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
596,15,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,4 or more times per day,0 days,0 days
597,13,Male,Underweight,Never,7 days,4 or more times per day,4 or more times per day,1 time per day,0 days,0 days
598,14,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,4 or more times per day,I did not drink carbonated soft drinks,0 days,20 to 29 days
599,14,Male,NA,Never,0 days,2 times per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
600,15,Male,Overweight,Never,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
601,15,Female,NA,Sometimes,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,1 or 2 days,1 or 2 days
602,14,Female,NA,Sometimes,0 days,1 time per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
603,14,Female,Average weight,Never,0 days,2 times per day,4 or more times per day,I did not drink carbonated soft drinks,0 days,0 days
604,17,Female,Average weight,Sometimes,0 days,2 times per day,1 time per day,4 or more times per day,0 days,3 to 5 days
605,14,Female,Average weight,Never,0 days,1 time per day,4 or more times per day,4 or more times per day,0 days,0 days
606,14,Male,NA,Never,0 days,3 times per day,2 times per day,4 or more times per day,0 days,0 days
607,16,Female,Average weight,Never,5 days,2 times per day,1 time per day,3 times per day,0 days,3 to 5 days
608,17,Male,NA,NA,1 day,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,1 time per day,1 or 2 days,0 days
609,14,Female,NA,Rarely,2 days,1 time per day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
610,14,Male,Average weight,Never,0 days,1 time per day,I did not eat vegetables during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
611,15,Male,Average weight,Never,0 days,1 time per day,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
612,14,Female,Average weight,Never,1 day,1 to 3 times during the past 7 days,4 or more times per day,1 to 3 times during the past 7 days,0 days,0 days
613,16,Female,Average weight,Rarely,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,1 to 3 times during the past 7 days,0 days,1 or 2 days
614,14,Female,NA,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
615,15,Female,Overweight,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,6 to 9 days,10 to 19 days
616,14,Female,Overweight,Sometimes,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,0 days
617,14,Female,NA,Never,0 days,4 or more times per day,4 or more times per day,4 or more times per day,0 days,0 days
618,14,Female,NA,Never,0 days,4 or more times per day,4 or more times per day,4 or more times per day,0 days,0 days
619,17,Male,NA,Never,0 days,I did not eat fruit during the past 7 days,2 times per day,4 to 6 times during the past 7 days,0 days,0 days
620,14,Female,Overweight,Sometimes,2 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
621,14,Male,NA,Never,1 day,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,1 or 2 days
622,14,Female,Overweight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,4 or more times per day,0 days,1 or 2 days
623,14,Female,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,All 30 days,10 to 19 days
624,14,Male,Average weight,Never,1 day,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,3 to 5 days
625,14,Female,Average weight,Never,0 days,1 time per day,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,0 days
626,14,Female,Average weight,Never,1 day,1 to 3 times during the past 7 days,2 times per day,1 to 3 times during the past 7 days,0 days,0 days
627,17,Male,Average weight,Never,2 days,3 times per day,4 or more times per day,2 times per day,0 days,0 days
628,15,Female,Average weight,Never,1 day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,3 times per day,0 days,0 days
629,15,Male,Average weight,Never,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
630,15,Male,NA,Rarely,0 days,1 to 3 times during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
631,14,Female,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
632,14,Male,NA,Never,0 days,3 times per day,I did not eat vegetables during the past 7 days,3 times per day,0 days,0 days
633,14,Female,NA,Never,0 days,2 times per day,4 or more times per day,I did not drink carbonated soft drinks,0 days,20 to 29 days
634,16,Male,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,6 to 9 days
635,16,Female,NA,Never,0 days,1 time per day,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
636,16,Female,NA,Never,0 days,1 time per day,2 times per day,4 to 6 times during the past 7 days,1 or 2 days,1 or 2 days
637,15,Female,NA,Never,0 days,1 to 3 times during the past 7 days,2 times per day,4 to 6 times during the past 7 days,1 or 2 days,10 to 19 days
638,17,Male,Average weight,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,3 times per day,1 or 2 days,1 or 2 days
639,14,Female,Average weight,Never,0 days,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
640,14,Female,NA,Never,1 day,I did not eat fruit during the past 7 days,1 time per day,4 to 6 times during the past 7 days,0 days,0 days
641,15,Female,NA,Sometimes,6 days,4 or more times per day,1 to 3 times during the past 7 days,2 times per day,20 to 29 days,NA
642,14,Female,NA,Never,4 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
643,16,Male,Average weight,Sometimes,0 days,1 time per day,1 to 3 times during the past 7 days,3 times per day,10 to 19 days,6 to 9 days
644,18,Male,NA,Most of the time,3 days,1 time per day,I did not eat vegetables during the past 7 days,4 or more times per day,0 days,0 days
645,16,Female,Average weight,Rarely,0 days,1 time per day,1 time per day,4 to 6 times during the past 7 days,0 days,0 days
646,14,Female,NA,Never,1 day,1 time per day,1 to 3 times during the past 7 days,4 or more times per day,0 days,0 days
647,15,Male,NA,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,NA
648,15,Female,NA,Never,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
649,14,Female,NA,Never,6 days,1 time per day,1 time per day,I did not drink carbonated soft drinks,0 days,1 or 2 days
650,14,Female,Average weight,Rarely,0 days,3 times per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,6 to 9 days
651,16,Male,NA,Never,1 day,4 or more times per day,1 time per day,4 or more times per day,0 days,1 or 2 days
652,17,Male,NA,Sometimes,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,6 to 9 days
653,15,Male,NA,Rarely,1 day,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
654,17,Male,NA,Rarely,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,0 days
655,17,Male,Average weight,Sometimes,0 days,I did not eat fruit during the past 7 days,4 to 6 times during the past 7 days,1 time per day,6 to 9 days,10 to 19 days
656,14,Female,Overweight,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,3 to 5 days
657,15,Female,Overweight,Never,0 days,1 to 3 times during the past 7 days,1 time per day,I did not drink carbonated soft drinks,0 days,0 days
658,15,Female,NA,Sometimes,1 day,1 time per day,1 to 3 times during the past 7 days,2 times per day,0 days,1 or 2 days
659,16,NA,NA,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,20 to 29 days
660,15,Male,Average weight,Sometimes,2 days,1 time per day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,3 to 5 days,3 to 5 days
661,17,Female,Overweight,Most of the time,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 time per day,0 days,1 or 2 days
662,16,Male,Average weight,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,0 days,1 or 2 days
663,15,Male,NA,Never,1 day,4 or more times per day,1 time per day,1 time per day,0 days,NA
664,16,Female,Overweight,Never,1 day,2 times per day,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
665,16,Male,Overweight,Sometimes,2 days,1 to 3 times during the past 7 days,4 or more times per day,3 times per day,3 to 5 days,1 or 2 days
666,17,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,0 days,1 or 2 days
667,17,Female,NA,Never,0 days,I did not eat fruit during the past 7 days,1 time per day,1 time per day,0 days,10 to 19 days
668,15,Female,NA,Never,0 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 time per day,All 30 days,0 days
669,16,Male,Underweight,Never,0 days,1 time per day,NA,1 to 3 times during the past 7 days,10 to 19 days,3 to 5 days
670,17,Male,Overweight,Sometimes,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,1 or 2 days,10 to 19 days
671,17,Male,Average weight,Never,1 day,1 to 3 times during the past 7 days,2 times per day,2 times per day,0 days,20 to 29 days
672,17,Female,Average weight,Sometimes,0 days,2 times per day,1 to 3 times during the past 7 days,I did not drink carbonated soft drinks,All 30 days,10 to 19 days
673,15,Female,Overweight,Never,2 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,2 times per day,0 days,0 days
674,15,Female,Overweight,Never,1 day,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
675,15,Male,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,0 days,1 or 2 days
676,15,Male,Average weight,Never,1 day,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,1 time per day,0 days,0 days
677,15,Male,Average weight,Never,1 day,4 to 6 times during the past 7 days,4 to 6 times during the past 7 days,NA,0 days,3 to 5 days
678,17,Male,Overweight,Rarely,0 days,1 to 3 times during the past 7 days,4 to 6 times during the past 7 days,3 times per day,6 to 9 days,3 to 5 days
679,15,Male,Average weight,Rarely,1 day,4 or more times per day,NA,1 to 3 times during the past 7 days,0 days,0 days
680,15,Male,Average weight,Never,1 day,2 times per day,1 to 3 times during the past 7 days,4 or more times per day,0 days,0 days
681,15,Male,Overweight,Sometimes,0 days,1 to 3 times during the past 7 days,4 or more times per day,1 time per day,0 days,1 or 2 days
682,17,Female,NA,Never,4 days,3 times per day,3 times per day,2 times per day,0 days,1 or 2 days
683,15,Female,Overweight,Never,1 day,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,0 days
684,15,Female,NA,Sometimes,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,1 to 3 times during the past 7 days,0 days,NA
685,16,Male,Overweight,Rarely,5 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,1 or 2 days,3 to 5 days
686,15,Male,NA,Rarely,0 days,I did not eat fruit during the past 7 days,1 to 3 times during the past 7 days,2 times per day,0 days,All 30 days
687,17,Male,Average weight,Never,0 days,4 to 6 times during the past 7 days,1 to 3 times during the past 7 days,4 or more times per day,0 days,1 or 2 days
688,16,Male,Overweight,Sometimes,0 days,3 times per day,I did not eat vegetables during the past 7 days,2 times per day,0 days,0 days
689,15,Male,NA,Rarely,1 day,I did not eat fruit during the past 7 days,I did not eat vegetables during the past 7 days,4 or more times per day,0 days,6 to 9 days
